commontreeid,ownership,height,age,dbh,botanical_names,common_names,origin,region
ID_4761,State,5.5,4,9.1,Tilia cordata,Littleleaf linden,"Modesto, CA",MidWst
ID_4762,State,3.5,0,4.3,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4763,State,3,0,3.8,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4764,State,9,22,25.4,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4765,State,13.5,24,49.8,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4766,State,4.5,4,7.6,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4767,State,3.5,0,3.8,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4768,State,9.5,22,27.7,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4769,State,8.5,28,35.1,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4770,State,10.5,23,39.1,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4771,State,4.5,11,11.4,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4772,State,10.5,9,20.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4773,State,7,14,17.8,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4774,State,4,3,5.6,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4775,State,16,20,41.7,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4776,State,16,11,26.9,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4777,State,8,12,15.2,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4778,State,20,58,77.7,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4779,State,16,15,42.2,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_4780,State,12.5,14,31,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4781,State,12,15,36.8,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_4782,State,17,23,39.1,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4783,State,5,8,8.1,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4784,State,15.5,28,54.6,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4785,State,5,4,6.4,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4786,State,5.5,4,8.4,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4787,State,14,21,59.7,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_4788,State,9.5,14,20.3,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4789,State,13,24,37.3,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4790,State,9,6,12.4,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4791,State,14,25,35.3,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4792,State,12.5,25,35.3,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4793,State,14,14,37.6,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4794,State,4,3,6.1,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4795,State,5.5,4,7.1,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4796,State,4,3,5.6,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4797,State,18,52,71.6,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4798,State,13.5,17,31,Celtis occidentalis,Northern hackberry,"Modesto, CA",MidWst
ID_4799,State,11,44,77.5,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4800,State,7,5,10.2,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4801,State,5.5,3,7.1,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4802,State,4.5,4,6.1,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4803,State,4,3,5.6,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4804,State,5,4,6.1,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4805,State,5,4,7.1,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4806,State,4,4,6.1,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4807,State,6,5,9.7,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4808,State,6,5,9.4,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4809,State,8.5,15,19.8,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4810,State,3,0,3.3,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4811,State,3,0,4.6,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4812,State,2.5,0,4.3,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4813,State,3.5,0,3.8,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4814,State,9,12,15,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4815,State,15,26,51.8,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4816,State,7,5,10.2,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4817,State,11,6,16,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4818,State,4.5,4,6.1,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4819,State,3.5,4,5.8,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4820,State,17,94,107.4,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4821,State,13.5,12,33.8,Tilia cordata,Littleleaf linden,"Modesto, CA",MidWst
ID_4822,State,14,11,28.7,Tilia cordata,Littleleaf linden,"Modesto, CA",MidWst
ID_4823,State,11,25,58,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4824,State,20,58,91.9,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4825,State,14,22,38.1,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4826,State,2,0,4.1,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4827,State,19,34,66.3,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4828,State,16.5,29,51.3,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4829,State,10,7,17.8,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4830,State,8,9,15.7,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4831,State,9,5,11.2,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4832,State,8,8,10.4,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4833,State,10,9,24.6,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4834,State,6.5,4,7.4,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4835,State,9,10,20.8,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4836,State,9,8,16,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4837,State,11,12,29,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4838,State,11,6,16,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4839,State,10,12,31,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4840,State,14,20,47.5,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4841,State,4,10,10.4,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4842,State,2.5,0,3.6,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4843,State,3.5,4,7.4,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4844,State,9,11,24.1,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4845,State,14,17,52,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4846,State,13.5,12,27.7,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4847,State,13,10,26.5,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4848,State,15,20,46.5,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4849,State,7,5,11.2,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4850,State,8.5,7,22.4,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4851,State,13,16,33.5,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4852,State,17,35,85.1,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_4853,State,12.5,0,3.3,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4854,State,14,24,36.8,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4855,State,14.5,27,41.4,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4856,State,15,27,42.4,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4857,State,11,9,23.4,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4858,State,11.5,8,21.8,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4859,State,11.5,17,27.4,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4860,State,6,8,18.5,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4861,State,16.5,25,39.1,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4862,State,11.5,20,34.8,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4863,State,15.5,21,43.9,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4864,State,7,18,26.7,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4865,State,4.5,4,6.9,Tilia cordata,Littleleaf linden,"Modesto, CA",MidWst
ID_4866,State,6.5,4,8.6,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4867,State,6,4,8.6,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4868,State,14.5,20,35.6,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4869,State,15.5,16,35.6,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4870,State,7,4,7.6,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4871,State,14,16,38.9,Tilia cordata,Littleleaf linden,"Modesto, CA",MidWst
ID_4872,State,7.5,8,19.3,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4873,State,19,26,47,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4874,State,7.5,6,15.7,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4875,State,6,4,9.7,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4876,State,15.5,24,34.5,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4877,State,13,18,24.1,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4878,State,13,12,29.5,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4879,State,7,7,11.2,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4880,State,7.5,4,8.1,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4881,State,24,45,86.9,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4882,State,11,9,23.9,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4883,State,17.5,22,54.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4884,State,20.5,24,51.1,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4885,State,18,16,44.5,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_4886,State,16.5,19,39.4,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4887,State,8.5,6,14.2,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4888,State,20.5,23,47.2,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4889,State,16,19,33.8,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4890,State,15.5,18,31,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4891,State,5.5,4,6.4,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4892,State,4,3,5.1,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4893,State,17,20,48.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4894,State,8.5,23,47.2,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4895,State,7.5,4,8.4,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4896,State,10,47,62.7,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4897,State,11.5,41,50.5,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4898,State,15,20,43.2,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4899,State,5.5,3,5.6,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4900,State,5.5,3,5.1,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4901,State,7.5,12,17.5,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4902,State,16,19,33.5,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_4903,State,4.5,4,10.2,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4904,State,10,9,24.6,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4905,State,9.5,22,25.9,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4906,State,7.5,6,13.5,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4907,State,22,43,65,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4908,State,25,50,90.7,Celtis occidentalis,Northern hackberry,"Modesto, CA",MidWst
ID_4909,State,6,2,6.9,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4910,State,15,26,32.5,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4911,State,19,23,52.1,Celtis occidentalis,Northern hackberry,"Modesto, CA",MidWst
ID_4912,State,11,11,21.6,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4913,State,21,85,105.4,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4914,State,4,3,5.6,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4915,State,7,7,13,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4916,State,18,80,85.3,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4917,State,9.5,11,22.1,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4918,State,6.5,5,10.9,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4919,State,22,23,61.5,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4920,State,24,46,120,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4921,State,26,32,84.3,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4922,State,18,22,56.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4923,State,12.5,9,19.8,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4924,State,18,38,57.2,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4925,State,10.5,10,25.9,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4926,State,9.5,9,13.5,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4927,State,24,14,78.1,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4928,State,12,11,26.4,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4929,State,24,69,91.7,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4930,State,17,13,34.5,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4931,State,10,12,33.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4932,State,13,25,59.8,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4933,State,18,14,35.8,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4934,State,20,38,56.9,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4935,State,6,5,8.9,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4936,State,9.8,5,11.4,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4937,State,7,11,26.2,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4938,State,13,65,79.5,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4939,State,14,74,66,Quercus rubra,Northern red oak,"Modesto, CA",MidWst
ID_4940,State,7.5,14,19.1,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4941,State,16.5,39,63.8,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4942,State,14.5,37,48,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4943,State,15.5,26,49,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4944,State,14,27,53.3,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4945,State,6,10,14.5,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4946,State,26,58,91.2,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4947,State,23.5,53,77.7,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4948,State,21,54,80,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4949,State,30,57,88.6,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4950,State,30,58,92.5,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4951,State,27,58,91.7,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_4952,State,12.5,10,27.4,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4953,State,15,9,41.3,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4954,State,14,30,68.3,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4955,State,11.5,18,37.8,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4956,State,13,19,55.3,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4957,State,15,18,36.6,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4958,State,16,16,54.7,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4959,State,19,40,92.5,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4960,State,26,29,51.8,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4961,State,16.5,19,41.4,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4962,State,16,32,38.3,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4963,State,6.5,6,8.9,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4964,State,6,4,5.8,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4965,State,10,10,17.8,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4966,State,7.5,10,23.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4967,State,12.5,9,20.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4968,State,5,0,4.3,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4969,State,12,11,23.4,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_4970,State,15.5,20,42.4,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4971,State,15,17,37.3,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4972,State,13.5,20,41.7,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4973,State,15,14,33,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4974,State,12.5,16,41.4,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4975,State,13,12,33.8,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_4976,State,24.5,37,74.2,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4977,State,15,16,41.9,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4978,State,10,22,24.9,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4979,State,8.8,13,18,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4980,State,11,23,28.7,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4981,State,12,24,30.2,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_4982,State,13,34,61,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4983,State,4.8,4,6.9,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_4984,State,13,17,40.6,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4985,State,13,14,33.8,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4986,State,8,7,10.9,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4987,State,13,24,34.5,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_4988,State,17,52,71.4,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_4989,State,22.5,50,80.8,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4990,State,3,3,5.6,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4991,State,15.5,29,51.3,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_4992,State,4.8,5,11.7,Malus sp.,Apple,"Modesto, CA",MidWst
ID_4993,State,15.3,16,33,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4994,State,24,56,94.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4995,State,11.5,11,29.7,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4996,State,18.5,44,74.4,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4997,State,21,48,76.5,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4998,State,29,56,93.5,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_4999,State,27,60,97.3,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_5000,State,14,20,26.9,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_5001,State,10,20,28.2,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_5002,State,14.5,24,34,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_5003,State,11,18,24.4,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_5004,State,21,56,93.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_5005,State,22.5,35,66.8,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_5006,State,29,60,107.2,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_5007,State,4.5,3,5.3,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_5008,State,24,59,118.6,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_5009,State,23,27,74.2,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_5010,State,14,21,43.4,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_5011,State,26.5,56,94.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_5012,State,9,15,18.5,Quercus palustris,Pin oak,"Modesto, CA",MidWst
ID_5013,State,21,44,74.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_5014,State,19.5,46,61,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_5015,State,16.5,41,53.6,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_5016,State,17.5,34,57.2,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5017,State,18.5,29,53.3,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5018,State,8.5,14,21.6,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5019,State,19,45,74.4,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5020,State,20.5,43,67.1,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5021,State,22,44,84.1,Celtis occidentalis,Northern hackberry,"Modesto, CA",MidWst
ID_5022,State,20,40,64.5,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5023,State,21.5,38,71.6,Fraxinus pennsylvanica,Green ash,"Modesto, CA",MidWst
ID_5024,State,4,0,4.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_5025,State,13,16,57.7,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_5026,State,8.5,34,46.2,Malus sp.,Apple,"Modesto, CA",MidWst
ID_5027,State,12.5,22,31,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_5028,State,9,35,46.5,Malus sp.,Apple,"Modesto, CA",MidWst
ID_5029,State,8.5,35,47.8,Malus sp.,Apple,"Modesto, CA",MidWst
ID_5030,State,9,35,50.8,Malus sp.,Apple,"Modesto, CA",MidWst
ID_5031,State,19,32,67.1,Tilia cordata,Littleleaf linden,"Modesto, CA",MidWst
ID_5032,State,24,44,111,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_5033,State,8,26,36.6,Ginkgo biloba,Ginkgo,"Modesto, CA",MidWst
ID_5034,State,5.5,1,7,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_5035,State,20.5,28,62.2,Celtis occidentalis,Northern hackberry,"Modesto, CA",MidWst
ID_5036,State,13.5,13,29,Acer negundo,Boxelder,"Modesto, CA",MidWst
ID_5037,State,7,26,29.7,Malus sp.,Apple,"Modesto, CA",MidWst
ID_5038,State,8,14,20.1,Acer rubrum,Red maple,"Modesto, CA",MidWst
ID_5039,State,16,35,44.5,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_5040,State,21,58,79,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_5041,State,17,23,38.6,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5042,State,19,49,77,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5043,State,16,37,61.5,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5044,State,17,29,53.8,Acer saccharum,Sugar maple,"Modesto, CA",MidWst
ID_5045,State,24,32,83.3,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_5046,State,2,0,1.3,Malus sp.,Apple,"Modesto, CA",MidWst
ID_5047,State,15,14,36.6,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_5048,State,13,11,22.6,Acer platanoides,Norway maple,"Modesto, CA",MidWst
ID_5049,State,22,21,53.8,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_5050,State,20,36,99.1,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_5051,State,22,58,92.5,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_5052,State,19,37,48.8,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_5053,State,18.5,54,80.5,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_5054,State,14,25,33.5,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_5055,State,21,49,67.8,Tilia americana,American basswood,"Modesto, CA",MidWst
ID_5056,State,19,20,51.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_5057,State,27,74,94.5,Ulmus americana,American elm,"Modesto, CA",MidWst
ID_5058,State,24,27,74.2,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_5059,State,18,20,48.8,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_5060,State,3.5,3,5.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",MidWst
ID_5061,State,26,42,106.7,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_5062,State,16,34,65.8,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_5063,State,7.5,24,22.4,Malus sp.,Apple,"Modesto, CA",MidWst
ID_5064,State,12.5,30,58.9,Quercus palustris,Pin oak,"Modesto, CA",MidWst
